runtime_addr,name,size,bucket,in_sweep_dead,cdl_n_tracks_alive,bp_n_tracks_fired,combined_label,cdl_cs1_dino_canyon,cdl_cs2_seaside,cdl_cs3_track4,cdl_cs4_track5,bp_cs1_dino_canyon,bp_cs2_seaside,bp_cs3_track4,bp_cs4_track5
0x060424B8,FUN_0601A4B8,180,B5,1,3,4,SWEEP_FALSE_DEAD,0,38,104,104,1,1,1,1
0x0604256C,FUN_0601A56C,112,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x060425DC,FUN_0601A5DC,112,,0,4,4,LIVE,68,68,68,68,1,1,1,1
0x0604264C,FUN_0601A64C,844,,0,4,4,LIVE,130,130,130,130,1,1,1,1
0x06042998,FUN_0601A998,54,B1,1,0,1,SWEEP_FALSE_DEAD,0,0,0,0,0,1,0,0
0x060429CE,FUN_0601A9CE,8,B1,1,1,1,SWEEP_FALSE_DEAD,0,6,0,0,0,1,0,0
0x060429D6,FUN_0601A9D6,290,B1,1,1,1,SWEEP_FALSE_DEAD,0,166,0,0,0,1,0,0
0x06042AF8,FUN_0601AAF8,124,B1,1,1,1,SWEEP_FALSE_DEAD,0,102,0,0,0,1,0,0
0x06042B74,FUN_0601AB74,10,B1,1,1,1,SWEEP_FALSE_DEAD,0,8,0,0,0,1,0,0
0x06042B7E,FUN_0601AB7E,230,B1,1,1,1,SWEEP_FALSE_DEAD,0,140,0,0,0,1,0,0
0x06042C64,FUN_0601AC64,12,B1,1,1,0,KILL_LIST,0,10,0,0,0,0,0,0
0x06042C70,FUN_0601AC70,116,B1,1,1,1,SWEEP_FALSE_DEAD,0,32,0,0,0,1,0,0
0x06042CE4,FUN_0601ACE4,224,B1,1,1,1,SWEEP_FALSE_DEAD,0,168,0,0,0,1,0,0
0x06042DC4,FUN_0601ADC4,52,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06042DF8,FUN_0601ADF8,28,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06042E14,FUN_0601AE14,280,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06042F2C,FUN_0601AF2C,484,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06043110,FUN_0601B110,20,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06043124,FUN_0601B124,212,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x060431F8,FUN_0601B1F8,396,,0,4,4,LIVE,308,308,300,308,1,1,1,1
0x06043384,FUN_0601B384,108,,0,4,4,LIVE,66,66,66,66,1,1,1,1
0x060433F0,FUN_0601B3F0,112,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x06043460,FUN_0601B460,112,,0,0,1,LIVE,0,0,0,0,1,0,0,0
0x060434D0,FUN_0601B4D0,352,B1,1,1,2,SWEEP_FALSE_DEAD,128,0,0,0,1,1,0,0
0x06043630,FUN_0601B630,160,B1,1,1,2,SWEEP_FALSE_DEAD,0,94,0,0,0,1,1,0
0x060436D0,FUN_0601B6D0,120,B1,1,1,1,SWEEP_FALSE_DEAD,0,0,70,0,0,0,1,0
0x06043748,FUN_0601B748,200,B1,1,1,1,SWEEP_FALSE_DEAD,0,0,124,0,0,0,1,0
0x06043810,FUN_0601B810,68,B1,1,1,1,SWEEP_FALSE_DEAD,0,0,36,0,0,0,0,1
0x06043854,FUN_0601B854,116,B1,1,1,1,SWEEP_FALSE_DEAD,0,0,0,70,0,0,0,1
0x060438C8,FUN_0601B8C8,108,B1,1,1,1,SWEEP_FALSE_DEAD,0,0,0,66,0,0,0,1
0x06043934,FUN_0601B934,88,B1,1,1,2,SWEEP_FALSE_DEAD,0,0,0,60,0,1,0,1
0x0604398C,FUN_0601B98C,104,B1,1,1,2,SWEEP_FALSE_DEAD,0,58,0,0,0,1,1,0
0x060439F4,FUN_0601B9F4,272,,0,4,4,LIVE,18,30,80,12,1,1,1,1
0x06043B04,FUN_0601BB04,140,,0,4,4,LIVE,82,86,82,82,1,1,1,1
0x06043B90,FUN_0601BB90,144,B1,1,1,0,KILL_LIST,0,70,0,0,0,0,0,0
0x06043C20,FUN_0601BC20,172,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06043CCC,FUN_0601BCCC,16,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06043CDC,FUN_0601BCDC,564,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06043F10,FUN_0601BF10,20,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06043F24,FUN_0601BF24,316,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x06044060,FUN_0601C060,128,B1,1,4,4,SWEEP_FALSE_DEAD,72,72,72,72,1,1,1,1
0x060440E0,FUN_0601C0E0,88,B1,1,4,4,SWEEP_FALSE_DEAD,62,62,62,62,1,1,1,1
0x06044138,FUN_0601C138,524,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06044344,FUN_0601C344,580,,0,4,4,LIVE,306,306,306,306,1,1,1,1
0x06044588,FUN_0601C588,364,,0,0,3,LIVE,0,0,0,0,1,0,1,1
0x060446F4,FUN_0601C6F4,148,,0,0,3,LIVE,0,0,0,0,1,0,1,1
0x06044788,FUN_0601C788,172,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06044834,FUN_0601C834,20,,0,4,4,LIVE,18,18,18,18,1,1,1,1
0x06044848,FUN_0601C848,344,,0,4,4,LIVE,92,92,92,92,1,1,1,1
0x060449A0,FUN_0601C9A0,12,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x060449AC,FUN_0601C9AC,10,,0,4,4,LIVE,8,8,8,8,1,1,1,1
0x060449B6,FUN_0601C9B6,228,,0,4,4,LIVE,160,160,160,160,1,1,1,1
0x06044A9A,FUN_0601CA9A,134,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06044B20,FUN_0601CB20,172,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x06044BCC,FUN_0601CBCC,408,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06044D64,FUN_0601CD64,16,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x06044D74,FUN_0601CD74,12,,0,4,4,LIVE,10,10,10,10,1,1,1,1
0x06044D80,FUN_0601CD80,40,,0,4,4,LIVE,32,32,32,32,1,1,1,1
0x06044DA8,FUN_0601CDA8,16,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x06044DB8,FUN_0601CDB8,112,,0,4,4,LIVE,104,104,104,104,1,1,1,1
0x06044E28,FUN_0601CE28,20,,0,4,4,LIVE,16,16,16,16,1,1,1,1
0x06044E3C,FUN_0601CE3C,458,,0,4,4,LIVE,106,106,140,106,1,1,1,1
0x06045006,FUN_0601D006,120,,0,4,4,LIVE,86,86,86,86,1,1,1,1
0x0604507E,FUN_0601D07E,116,,0,4,4,LIVE,86,86,86,86,1,1,1,1
0x060450F2,FUN_0601D0F2,166,,0,4,4,LIVE,82,82,82,82,1,1,1,1
0x06045198,FUN_0601D198,18,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060451AA,FUN_0601D1AA,18,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060451BC,FUN_0601D1BC,2,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060451BE,FUN_0601D1BE,60,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060451FA,FUN_0601D1FA,32,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x0604521A,FUN_0601D21A,32,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x0604523A,FUN_0601D23A,182,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x060452F0,FUN_0601D2F0,40,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06045318,FUN_0601D318,40,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06045340,FUN_0601D340,40,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x06045368,FUN_0601D368,16,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06045378,FUN_0601D378,64,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x060453B8,FUN_0601D3B8,16,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060453C8,FUN_0601D3C8,4,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x060453CC,FUN_0601D3CC,416,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x0604556C,FUN_0601D56C,48,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x0604559C,FUN_0601D59C,52,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060455D0,FUN_0601D5D0,18,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x060455E2,FUN_0601D5E2,50,,0,4,4,LIVE,8,8,8,8,1,1,1,1
0x06045614,FUN_0601D614,12,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06045620,FUN_0601D620,12,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x0604562C,FUN_0601D62C,36,,0,4,4,LIVE,16,16,16,16,1,1,1,1
0x06045650,FUN_0601D650,20,,0,4,4,LIVE,18,18,18,18,1,1,1,1
0x06045664,FUN_0601D664,20,,0,4,0,LIVE,18,18,18,18,0,0,0,0
0x06045678,FUN_0601D678,32,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x06045698,FUN_0601D698,18,,0,4,4,LIVE,14,14,14,14,1,1,1,1
0x060456AA,FUN_0601D6AA,2,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x060456AC,FUN_0601D6AC,22,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x060456C2,FUN_0601D6C2,10,,0,4,4,LIVE,2,2,2,2,1,1,1,1
0x060456CC,FUN_0601D6CC,222,,0,4,4,LIVE,22,22,22,22,1,1,1,1
0x060457AA,FUN_0601D7AA,2,B5,1,3,0,KILL_LIST,2,2,0,2,0,0,0,0
0x060457AC,FUN_0601D7AC,50,,0,3,4,LIVE,10,10,0,10,1,1,1,1
0x060457DE,FUN_0601D7DE,4,,0,4,4,LIVE,4,4,4,4,1,1,1,1
0x060457E2,FUN_0601D7E2,118,,0,4,4,LIVE,68,68,68,68,1,1,1,1
0x06045858,FUN_0601D858,4,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x0604585C,FUN_0601D85C,126,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060458DA,FUN_0601D8DA,4,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060458DE,FUN_0601D8DE,124,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x0604595A,FUN_0601D95A,4,,0,4,4,LIVE,4,4,4,4,1,1,1,1
0x0604595E,FUN_0601D95E,102,,0,4,4,LIVE,82,82,82,82,1,1,1,1
0x060459C4,FUN_0601D9C4,104,,0,4,4,LIVE,100,100,100,100,1,1,1,1
0x06045A2C,FUN_0601DA2C,82,,0,4,4,LIVE,68,68,68,68,1,1,1,1
0x06045A7E,FUN_0601DA7E,66,,0,4,4,LIVE,46,46,46,50,1,1,1,1
0x06045AC0,FUN_0601DAC0,28,,0,4,4,LIVE,24,24,24,24,1,1,1,1
0x06045ADC,FUN_0601DADC,24,,0,4,4,LIVE,22,22,22,22,1,1,1,1
0x06045AF4,FUN_0601DAF4,28,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06045B10,FUN_0601DB10,56,,0,4,4,LIVE,50,50,50,50,1,1,1,1
0x06045B48,FUN_0601DB48,44,,0,4,4,LIVE,38,38,38,38,1,1,1,1
0x06045B74,FUN_0601DB74,44,,0,4,4,LIVE,10,10,10,10,1,1,1,1
0x06045BA0,FUN_0601DBA0,36,,0,4,4,LIVE,14,14,14,14,1,1,1,1
0x06045BC4,FUN_0601DBC4,60,,0,4,4,LIVE,46,46,46,46,1,1,1,1
0x06045C00,FUN_0601DC00,156,B5,1,4,4,SWEEP_FALSE_DEAD,104,118,104,118,1,1,1,1
0x06045C9C,FUN_0601DC9C,48,,0,4,4,LIVE,46,46,46,46,1,1,1,1
0x06045CCC,FUN_0601DCCC,112,,0,4,4,LIVE,44,44,44,44,1,1,1,1
0x06045D3C,FUN_0601DD3C,46,,0,4,4,LIVE,42,42,42,42,1,1,1,1
0x06045D6A,FUN_0601DD6A,64,,0,4,4,LIVE,36,36,36,36,1,1,1,1
0x06045DAA,FUN_0601DDAA,34,,0,4,4,LIVE,30,30,30,30,1,1,1,1
0x06045DCC,FUN_0601DDCC,58,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06045E06,FUN_0601DE06,62,,0,4,4,LIVE,52,52,52,52,1,1,1,1
0x06045E44,FUN_0601DE44,100,,0,4,4,LIVE,56,56,56,56,1,1,1,1
0x06045EA8,FUN_0601DEA8,32,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x06045EC8,FUN_0601DEC8,32,,0,4,4,LIVE,30,30,30,30,1,1,1,1
0x06045EE8,FUN_0601DEE8,36,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x06045F0C,FUN_0601DF0C,180,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06045FC0,FUN_0601DFC0,1060,,0,4,4,LIVE,796,796,792,796,1,1,1,1
0x060463E4,FUN_0601E3E4,148,,0,4,4,LIVE,144,144,144,144,1,1,1,1
0x06046478,FUN_0601E478,168,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06046520,FUN_0601E520,226,,0,4,4,LIVE,218,218,218,218,1,1,1,1
0x06046602,FUN_0601E602,8,,0,4,4,LIVE,6,6,6,6,1,1,1,1
0x0604660A,FUN_0601E60A,148,,0,4,0,LIVE,4,4,4,4,0,0,0,0
0x0604669E,FUN_0601E69E,2,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060466A0,FUN_0601E6A0,108,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x0604670C,FUN_0601E70C,66,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x0604674E,FUN_0601E74E,100,B1,1,0,1,SWEEP_FALSE_DEAD,0,0,0,0,0,0,0,1
0x060467B2,FUN_0601E7B2,2,B1,1,1,0,KILL_LIST,0,0,0,2,0,0,0,0
0x060467B4,FUN_0601E7B4,88,B1,1,1,1,SWEEP_FALSE_DEAD,0,0,0,82,0,0,0,1
0x0604680C,FUN_0601E80C,162,B1,1,1,1,SWEEP_FALSE_DEAD,0,0,0,98,0,0,0,1
0x060468AE,FUN_0601E8AE,2,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060468B0,FUN_0601E8B0,88,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06046908,FUN_0601E908,132,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x0604698C,FUN_0601E98C,4,,0,4,4,LIVE,2,2,2,2,1,1,1,1
0x06046990,FUN_0601E990,144,,0,4,4,LIVE,92,94,92,94,1,1,1,1
0x06046A20,FUN_0601EA20,4,,0,4,4,LIVE,2,2,2,2,1,1,1,1
0x06046A24,FUN_0601EA24,108,,0,4,4,LIVE,78,80,78,80,1,1,1,1
0x06046A90,FUN_0601EA90,88,,0,2,4,LIVE,0,62,0,62,1,1,1,1
0x06046AE8,FUN_0601EAE8,84,,0,2,4,LIVE,0,64,0,64,1,1,1,1
0x06046B3C,FUN_0601EB3C,40,,0,4,4,LIVE,34,34,34,34,1,1,1,1
0x06046B64,FUN_0601EB64,12,,0,4,4,LIVE,10,10,10,10,1,1,1,1
0x06046B70,FUN_0601EB70,100,,0,4,4,LIVE,96,96,96,96,1,1,1,1
0x06046BD4,FUN_0601EBD4,32,,0,4,4,LIVE,26,26,26,26,1,1,1,1
0x06046BF4,FUN_0601EBF4,32,,0,4,4,LIVE,26,26,26,26,1,1,1,1
0x06046C14,FUN_0601EC14,284,,0,4,4,LIVE,112,112,112,112,1,1,1,1
0x06046D30,FUN_0601ED30,72,,0,4,4,LIVE,52,52,52,52,1,1,1,1
0x06046D78,FUN_0601ED78,32,,0,4,4,LIVE,26,26,26,26,1,1,1,1
0x06046D98,FUN_0601ED98,118,,0,4,4,LIVE,116,116,116,116,1,1,1,1
0x06046E0E,FUN_0601EE0E,86,,0,4,4,LIVE,56,56,56,56,1,1,1,1
0x06046E64,FUN_0601EE64,88,,0,2,4,LIVE,0,74,0,58,1,1,1,1
0x06046EBC,FUN_0601EEBC,280,,0,4,4,LIVE,266,266,266,266,1,1,1,1
0x06046FD4,FUN_0601EFD4,64,,0,4,4,LIVE,62,62,62,62,1,1,1,1
0x06047014,FUN_0601F014,120,,0,4,4,LIVE,80,80,80,80,1,1,1,1
0x0604708C,FUN_0601F08C,28,,0,4,4,LIVE,24,24,24,24,1,1,1,1
0x060470A8,FUN_0601F0A8,28,,0,4,4,LIVE,24,24,24,24,1,1,1,1
0x060470C4,FUN_0601F0C4,18,,0,4,4,LIVE,14,14,14,14,1,1,1,1
0x060470D6,FUN_0601F0D6,22,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x060470EC,FUN_0601F0EC,18,,0,4,4,LIVE,14,14,14,14,1,1,1,1
0x060470FE,FUN_0601F0FE,26,,0,4,4,LIVE,2,18,2,2,1,1,1,1
0x06047118,FUN_0601F118,40,,0,4,4,LIVE,36,36,36,36,1,1,1,1
0x06047140,FUN_0601F140,68,,0,4,4,LIVE,60,60,60,60,1,1,1,1
0x06047184,FUN_0601F184,108,,0,4,4,LIVE,68,68,68,68,1,1,1,1
0x060471F0,FUN_0601F1F0,28,,0,4,4,LIVE,24,24,24,24,1,1,1,1
0x0604720C,FUN_0601F20C,28,,0,4,4,LIVE,24,24,24,24,1,1,1,1
0x06047228,FUN_0601F228,18,,0,4,4,LIVE,14,14,14,14,1,1,1,1
0x0604723A,FUN_0601F23A,22,,0,4,4,LIVE,16,16,16,16,1,1,1,1
0x06047250,FUN_0601F250,18,,0,4,4,LIVE,14,14,14,14,1,1,1,1
0x06047262,FUN_0601F262,26,,0,4,4,LIVE,18,18,18,18,1,1,1,1
0x0604727C,FUN_0601F27C,18,,0,4,4,LIVE,14,14,14,14,1,1,1,1
0x0604728E,FUN_0601F28E,62,,0,4,4,LIVE,54,54,54,54,1,1,1,1
0x060472CC,FUN_0601F2CC,102,,0,4,4,LIVE,62,62,62,62,1,1,1,1
0x06047332,FUN_0601F332,72,,0,4,4,LIVE,68,68,68,68,1,1,1,1
0x0604737A,FUN_0601F37A,80,,0,4,4,LIVE,70,70,70,70,1,1,1,1
0x060473CA,FUN_0601F3CA,74,,0,4,4,LIVE,70,70,70,70,1,1,1,1
0x06047414,FUN_0601F414,76,,0,2,4,LIVE,0,68,68,0,1,1,1,1
0x06047460,FUN_0601F460,116,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x060474D4,FUN_0601F4D4,180,B5,1,4,4,SWEEP_FALSE_DEAD,34,34,34,34,1,1,1,1
0x06047588,FUN_0601F588,448,,0,4,4,LIVE,310,310,310,310,1,1,1,1
0x06047748,FUN_0601F748,40,,0,4,4,LIVE,34,34,34,34,1,1,1,1
0x06047770,FUN_0601F770,100,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x060477D4,FUN_0601F7D4,2,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x060477D6,FUN_0601F7D6,38,,0,4,4,LIVE,36,36,36,36,1,1,1,1
0x060477FC,FUN_0601F7FC,106,,0,4,4,LIVE,92,92,92,92,1,1,1,1
0x06047866,FUN_0601F866,180,,0,4,0,LIVE,26,26,26,26,0,0,0,0
0x0604791A,FUN_0601F91A,82,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x0604796C,FUN_0601F96C,26,,0,4,4,LIVE,22,22,22,22,1,1,1,1
0x06047986,FUN_0601F986,26,,0,4,4,LIVE,14,14,14,14,1,1,1,1
0x060479A0,FUN_0601F9A0,54,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x060479D6,FUN_0601F9D6,50,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06047A08,FUN_0601FA08,124,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x06047A84,FUN_0601FA84,92,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06047AE0,FUN_0601FAE0,32,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06047B00,FUN_0601FB00,52,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x06047B34,FUN_0601FB34,520,,0,4,4,LIVE,90,90,90,90,1,1,1,1
0x06047D3C,FUN_0601FD3C,180,B4,0,4,4,LIVE,40,40,102,40,1,1,1,1
0x06047DF0,FUN_0601FDF0,28,B1,1,0,4,SWEEP_FALSE_DEAD,0,0,0,0,1,1,1,1
0x06047E0C,FUN_0601FE0C,156,,0,4,4,LIVE,106,106,106,106,1,1,1,1
0x06047EA8,FUN_0601FEA8,72,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x06047EF0,FUN_0601FEF0,352,B5,1,4,0,KILL_LIST,54,54,54,54,0,0,0,0
0x06048050,FUN_06020050,12,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x0604805C,FUN_0602005C,104,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060480C4,FUN_060200C4,18,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x060480D6,FUN_060200D6,418,,0,4,4,LIVE,122,122,122,122,1,1,1,1
0x06048278,FUN_06020278,20,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x0604828C,FUN_0602028C,28,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x060482A8,FUN_060202A8,17604,,0,0,4,LIVE,0,0,0,0,1,1,1,1
0x0604C76C,FUN_0602476C,2154,,0,4,4,LIVE,380,380,354,380,1,1,1,1
0x0604CFD6,FUN_06024FD6,8,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604CFDE,FUN_06024FDE,46,,0,4,4,LIVE,34,34,34,34,1,1,1,1
0x0604D00C,FUN_0602500C,884,,0,4,4,LIVE,232,232,232,232,1,1,1,1
0x0604D380,FUN_06025380,236,,0,4,4,LIVE,118,118,118,118,1,1,1,1
0x0604D46C,FUN_0602546C,180,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604D520,FUN_06025520,32,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604D540,FUN_06025540,48,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604D570,FUN_06025570,16,,0,3,0,LIVE,10,10,0,10,0,0,0,0
0x0604D580,FUN_06025580,852,B4,0,4,0,LIVE,506,500,498,500,0,0,0,0
0x0604D8D4,FUN_060258D4,120,,0,4,0,LIVE,84,84,84,84,0,0,0,0
0x0604D94C,FUN_0602594C,452,,0,4,0,LIVE,26,26,26,26,0,0,0,0
0x0604DB10,FUN_06025B10,304,B4,0,4,0,LIVE,254,254,254,254,0,0,0,0
0x0604DC40,FUN_06025C40,196,,0,4,0,LIVE,84,84,84,84,0,0,0,0
0x0604DD04,FUN_06025D04,66,B4,0,4,0,LIVE,56,56,56,56,0,0,0,0
0x0604DD46,FUN_06025D46,4,,0,4,0,LIVE,4,4,4,4,0,0,0,0
0x0604DD4A,FUN_06025D4A,226,,0,4,0,LIVE,94,94,94,94,0,0,0,0
0x0604DE2C,FUN_06025E2C,110,B5,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
0x0604DE9A,FUN_06025E9A,100,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604DEFE,FUN_06025EFE,4,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604DF02,FUN_06025F02,318,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604E040,FUN_06026040,90,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604E09A,FUN_0602609A,34,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604E0BC,FUN_060260BC,58,,0,0,0,LIVE,0,0,0,0,0,0,0,0
0x0604E0F6,FUN_060260F6,10574,B1,1,0,0,COVERAGE_BLIND,0,0,0,0,0,0,0,0
